-2.799 , -7.895
-4.42 , 7.088
9.321 , -6.956
3.248 , -3.813
-3.877 , -8.886
-9.592 , -5.804
-6.692 , -6.387
-3.432 , 1.679
-9.283 , 7.906
3.26 , -2.102
4.203 , 1.601
-8.787 , -4.875
-6.019 , -4.28
-2.15 , -2.395
6.852 , 6.47
-0.041 , 5.423
-8.509 , -0.529
-1.175 , -0.457
7.997 , 5.719
2.603 , 1.911
2.951 , -5.754
6.706 , 2.345
-7.231 , 6.57
-2.991 , -2.894
2.161 , -5.104
0.005 , 6.116
-8.508 , 7.527
-8.46 , -5.056
7.202 , -1.576
-8.394 , -6.214
-5.733 , 1.072
5.608 , -9.361
-5.606 , 5.703
-6.631 , -3.653
-7.542 , 4.738
7.221 , -9.723
1.763 , -0.316
1.461 , 1.326
-1.947 , 4.981
8.344 , -6.093
9.543 , 2.703
-7.941 , -4.161
3.738 , -8.21
-7.71 , -6.78
-5.64 , 4.697
-3.302 , 3.565
-9.651 , -5.653
-2.507 , -8.354
-5.77 , -5.268
-0.483 , 0.474
-6.788 , 8.362
-2.88 , -4.948
2.171 , -6.062
5.276 , 5.832
3.613 , -2.327
5.9 , -2.947
-7.543 , -1.244
9.592 , -6.601
2.749 , 9.58
3.427 , -6.817
3.582 , -1.983
0.905 , 3.932
0.141 , -0.46
-7.044 , 8.346
-7.63 , 9.667
6.581 , -0.985
-5.184 , -5.144
-1.183 , -3.784
-4.905 , -6.826
-3.636 , -9.307
1.681 , -3.711
-2.079 , -1.33
-4.642 , -8.937
8.045 , 0.159
-4.018 , -2.113
1.043 , -2.175
9.874 , -2.038
-4.153 , -1.846
5.3 , -8.314
3.267 , -2.793
-2.186 , -7.183
-8.696 , -8.283
-6.362 , -9.672
-4.026 , 1.442
3.155 , 9.94
0.739 , 1.572
0.416 , -5.068
5.521 , -1.511
7.912 , 3.829
9.057 , -4.23
4.674 , -8.026
2.327 , 6.278
-6.761 , -5.799
-1.593 , -1.617
3.669 , 7.564
-7.933 , 3.707
5.375 , -2.289
3.031 , 1.023
8.265 , 2.088
4.655 , 7.908
0.079 , -7.909
-6.566 , 9.427
4.702 , 3.877
3.266 , -8.463
8.123 , -7.871
-5.942 , -8.711
1.516 , -7.364
-7.12 , -2.557
7.601 , 6.225
-6.247 , 4.991
8.301 , -8.033
0.985 , -1.355
-1.482 , -4.306
-0.534 , -6.9
9.374 , -6.2
5.826 , -0.81
-2.77 , 7.121
9.324 , -1.982
-1.798 , -8.906
4.404 , -4.29
-1.603 , -9.668
-2.649 , 1.496
1.759 , -2.523
-0.937 , -1.767
3.448 , -8.461
-1.357 , 0.202
-7.124 , 3.485
-8.281 , -5.566
4.269 , -8.308
-1.488 , -6.657
-1.323 , -6.076
-6.45 , -8.609
4.426 , 2.023
-1.958 , -9.911
-6.218 , -5.776
-9.087 , 9.464
-6.986 , -3.148
-9.056 , 0.211
-2.086 , 3.022
-4.593 , -8.835
0.827 , 6.881
0.161 , 4.38
-7.212 , -5.143
2.796 , 8.866
1.422 , 3.216
0.516 , 7.189
0.939 , 1.798
-2.922 , 8.555
-1.379 , -0.248
-6.271 , 7.944
-9.993 , 6.911
-2.804 , 7.281
9.201 , 6.821
5.937 , 4.373
-9.915 , 8.358
9.809 , -1.008
1.151 , 3.439
-2.41 , -6.928
-7.557 , -5.192
9.234 , -9.754
6.834 , -0.455
-3.629 , -9.328
-5.075 , 7.596
-7.904 , -7.885
-1.763 , -5.092
2.862 , -8.573
-8.671 , -5.56
-1.887 , 9.12
1.171 , 7.139
2.691 , 7.16
1.05 , 6.359
7.211 , -0.754
-9.946 , 4.461
-7.977 , -8.548
3.435 , -8.001
-7.334 , 0.073
6.994 , 3.084
-0.092 , 7.631
5.362 , 5.952
-8.674 , 9.603
5.58 , 4.165
0.083 , 4.67
7.25 , 3.804
-7.447 , 4.275
-6.007 , 6.577
-0.229 , -5.876
9.009 , 0.403
0.534 , -2.85
9.359 , 1.356
-3.653 , 2.148
-6.451 , 0.231
-3.8 , 9.019
2.63 , 6.138
3.332 , -0.48
-5.716 , 7.23
8.241 , 0.802
4.591 , -5.722
-7.415 , 0.963
-3.27 , -6.142
2.225 , 5.598
-7.648 , -1.143
-1.327 , 8.4
6.143 , -0.648
2.148 , 5.24
7.102 , -9.23
-6.597 , 3.436
-2.413 , -9.879
-5.072 , -1.578
-5.386 , -6.419
3.528 , -0.657
-2.745 , 1.908
8.08 , -0.864
1.257 , 3.456
-1.331 , -6.893
-8.901 , 7.216
1.078 , -5.623
-7.621 , 9.671
4.808 , -4.523
7.88 , -1.611
7.195 , 2.647
-9.765 , -1.679
3.704 , -2.106
-8.041 , 0.463
5.419 , -2.022
-6.032 , 6.626
6.327 , 6.45
8.158 , -0.251
-6.371 , 3.57
2.129 , 7.706
-9.047 , 1.648
-6.003 , -6.454
-1.806 , -0.338
-0.29 , -8.929
-7.693 , 5.783
-6.579 , -2.805
1.197 , 1.002
-7.186 , -7.85
-5.288 , 5.504
6.994 , -7.873
-1.21 , 1.98
1.824 , 2.774
-2.952 , 8.484
-3.321 , -9.852
8.849 , 3.141
-8.734 , 3.641
9.937 , -7.786
-8.604 , -1.57
0.963 , 9.071
2.633 , -1.824
6.137 , 6.839
-7.546 , 5.348
3.547 , 3.236
7.069 , -1.638
5.428 , 5.811
1.002 , -6.49
-0.777 , 3.956
-6.2 , 7.73
-7.802 , 3.896
7.915 , -6.39
-3.302 , 9.957
-1.154 , -7.112
1.259 , 5.613
-8.181 , 9.695
-6.766 , 0.224
3.161 , -9.574
6.343 , -9.541
3.703 , 1.866
9.489 , 9.787
-3.228 , 9.814
-9.257 , 2.544
3.379 , -3.657
6.222 , 1.083
3.288 , -7.74
1.952 , -5.482
3.924 , -5.064
-8.505 , -3.334
-7.408 , 5.684
6.643 , -4.939
8.971 , 1.963
-8.184 , -8.838
2.73 , -2.356
9.58 , -9.295
-4.05 , 2.105
8.181 , -2.573
-3.883 , -4.423
0.374 , -4.852
0.08 , -9.269
8.135 , -0.177
-1.131 , 1.851
-1.233 , 8.062
7.501 , 2.786
5.357 , -3.644
1.956 , 7.64
9.071 , -1.382
-5.877 , -7.933
7.792 , -5.379
6.286 , 2.146
0.122 , 6.315
6.882 , 3.695
5.777 , -0.624
-0.399 , 1.133
-9.383 , 7.683
2.867 , 1.251
-3.325 , 4.046
-0.98 , -5.52
-5.878 , -8.452
0.886 , -5.058
9.735 , -0.748
0.191 , -4.32
-4.275 , 2.814
1.816 , 5.521
-2.228 , 1.652
1.411 , 5.061
9.366 , 6.784
-6.071 , 9.755
-3.017 , -2.123
3.167 , 4.499
-5.294 , 8.465
6.414 , -5.429
-9.252 , -7.792
8.568 , -0.564
6.43 , 0.005
7.902 , 9.661
0.92 , 7.26
-3.175 , -0.261
1.681 , -1.784
-2.157 , -6.548
-6.91 , -9.037
6.055 , -2.972
-5.904 , 2.11
8.167 , -8.281
9.039 , 1.929
4.995 , 7.611
0.102 , 4.415
-3.331 , 2.472
-7.708 , 0.866
2.792 , 2.112
-5.892 , -3.819
4.527 , 2.664
-2.367 , 8.725
7.826 , -0.952
2.442 , 6.993
-3.09 , -6.881
8.732 , -3.945
7.18 , -9.339
1.717 , -8.323
-3.608 , 0.707
6.67 , 2.413
1.394 , -0.974
-3.986 , 7.24
3.688 , 6.258
-7.923 , 5.265
8.334 , -3.82
-4.463 , 5.166
-8.097 , -3.287
8.498 , 5.691
8.844 , -6.943
6.569 , -2.732
-1.396 , -5.758
0.557 , 7.457
1.238 , -3.97
-0.154 , -0.298
6.903 , -7.12
1.399 , -8.243
0.866 , 8.656
-9.717 , -5.066
-1.979 , -5.665
-3.254 , 9.567
9.644 , 0.165
3.146 , -1.046
-3.502 , 2.154
-4.046 , 3.474
-2.605 , -3.723
-3.914 , 7.633
0.257 , -9.948
5.411 , -6.498
-3.999 , -5.902
4.8 , 6.275
8.022 , -7.29
-3.634 , -6.374
-9.274 , -0.46
7.701 , -6.139
-5.723 , 1.604
-1.831 , 8.677
0.583 , -1.839
9.586 , -0.285
-8.388 , 8.514
2.083 , -7.718
5.059 , -3.365
-1.526 , -0.157
-7.604 , 3.284
-8.801 , 8.989
-3.0 , -3.255
-1.426 , -3.861
2.596 , 4.403
9.825 , 9.471
-5.496 , 7.954
2.42 , -1.038
-4.561 , -1.821
8.584 , -5.319
4.661 , -7.232
-5.176 , -8.283
-6.009 , -6.696
-1.512 , 7.328
8.875 , 6.901
-5.616 , 6.899
-8.458 , -5.664
1.572 , 5.801
-6.512 , 5.237
-0.367 , 8.7
-5.64 , 1.617
-7.128 , -2.272
-8.371 , -0.205
-1.28 , -5.652
8.619 , 4.623
6.05 , -3.94
6.035 , -8.097
8.852 , -2.974
-6.895 , -5.844
-3.849 , 7.393
-7.188 , -9.702
-4.66 , -6.29
4.222 , -2.897
-0.988 , 6.003
-3.048 , 5.169
-8.77 , 0.781
6.066 , -1.576
-2.63 , 0.908
8.288 , 8.749
-0.502 , -8.182
-4.4 , 6.503
2.6 , -6.467
-9.502 , -0.17
-8.265 , 8.836
-6.123 , -0.825
6.553 , -2.772
2.995 , -3.154
-9.895 , -7.147
-6.546 , -0.226
-7.589 , 2.779
-1.473 , -5.649
6.355 , 8.561
7.535 , 1.069
-6.036 , -6.248
8.968 , 2.262
8.151 , 3.466
-2.555 , 3.736
-7.671 , -5.091
1.618 , 6.199
4.792 , 3.81
-4.697 , 3.291
9.125 , -0.19
-3.488 , 9.175
9.912 , 4.033
6.843 , -8.762
-7.598 , -7.383
7.642 , -2.153
-8.102 , 1.452
2.952 , 3.614
5.277 , -0.799
-7.185 , 8.736
7.991 , 5.543
6.982 , 8.347
9.236 , 4.05
-7.762 , -6.427
8.393 , -4.893
-2.987 , 3.845
4.399 , 6.043
1.471 , 7.826
-6.513 , -6.493
3.392 , 6.043
4.721 , 6.804
-4.672 , -1.788
9.863 , -4.61
6.724 , 6.915
5.276 , 7.032
5.767 , -0.684
0.034 , 1.475
-7.262 , -7.165
-0.373 , 6.21
6.105 , -4.794
-7.251 , 1.429
-1.382 , -3.896
9.527 , -7.241
3.413 , -1.97
-1.22 , 3.131
3.941 , -4.518
9.185 , -3.803
-0.705 , 0.358
-5.106 , 5.734
-7.357 , -3.572
-6.546 , -4.48
-0.078 , 7.607
3.897 , -8.924
-3.015 , -7.352
5.4 , -8.458
-5.769 , 3.646
-5.64 , 4.771
-2.332 , 8.56
-5.709 , 9.874
4.242 , -1.756
3.839 , 1.501
-8.435 , -6.409
0.044 , 2.573
-0.676 , -7.443
-3.654 , -6.016
-8.53 , 2.72
-1.407 , 9.076
6.104 , 6.709
-9.44 , -9.965
1.747 , -2.523
-3.39 , 9.396
6.038 , -3.232
-6.817 , 3.052
-0.357 , -2.816
4.583 , 5.696
1.317 , -9.044
